198,TLACOQUEMECATL,BENITO JUÁREZ
199,DEL VALLE,BENITO JUÁREZ
201,PRADO CHURUBUSCO,COYOACÁN
202,ESPARTACO,COYOACÁN
204,CAMPESTRE CHURUBUSCO,COYOACÁN
205,CAMPESTRE CHURUBUSCO,COYOACÁN
206,PEDREGAL SANTA URSULA,COYOACÁN
207,FLORIDA,ÁLVARO OBREGÓN
208,PEDREGAL DE SANTO DOMINGO,COYOACÁN
209,PASEOS DE TAXQUEÑA,COYOACÁN
210,UNIDAD HAB PILOTO CULHUACAN,COYOACÁN
211,PEDREGAL SANTA URSULA,COYOACÁN
213,CAMPESTRE CHURUBUSCO,COYOACÁN
214,PASEOS DE TAXQUEÑA,COYOACÁN
215,DEL BOSQUE,MIGUEL HIDALGO
216,PUEBLO DE LOS REYES,COYOACÁN
217,CAMPESTRE CHURUBUSCO,COYOACÁN
218,AMPL SAN FRANCISCO CULHUACAN,COYOACÁN
219,CAMPESTRE CHURUBUSCO,COYOACÁN
220,FRACC INSURGENTES CUICUILCO,COYOACÁN
221,LOS GIRASOLES III,COYOACÁN
223,LOS GIRASOLES II,COYOACÁN
224,LOS GIRASOLES II,COYOACÁN
225,EL CENTINELA,COYOACÁN
226,FRACC VILLA QUIETUD,COYOACÁN
227,UNID OBRERO CTM CULHUACAN SECC 8,COYOACÁN
228,DEL CARMEN,COYOACÁN
229,BARRIO DEL NIÑO JESUS,COYOACÁN
230,PASEOS DE TAXQUEÑA,COYOACÁN
231,CHIMALISTAC,ÁLVARO OBREGÓN
232,PEDREGAL DE SANTO DOMINGO,COYOACÁN
233,PEDREGAL DE SANTO DOMINGO,COYOACÁN
